1, Dzień dobry Chciałabym zwrócić się do studentów będących członkami koła z zaproszeniem do udziału w Ericsson Summer School – bezpłatnym wakacyjnym kursie programowania w języku C++. Będę bardzo wdzięczna za rozpowszechnienie tej informacji wśród studentów zrzeszonych w kole. Poniżej znajdą Państwo pełną informację na temat rekrutacji na kurs natomiast w załączeniu grafikę do ewentualnego wykorzystania (np. na profilu FB czy stronie www). Z góry dziękuję! W przypadku pytań zachęcam do kontaktu. Pozdrawiam Paulina Biedrońska Ericsson Summer School 2017 Ericsson zaprasza do udziału w Ericsson Summer School – bezpłatnym intensywnym kursie programowania łączącym teoretyczne wykłady z praktycznymi ćwiczeniami domowymi. W kursie mogą wziąć udział wszyscy studenci kierunków technicznych chcący rozwijać swoje umiejętności programistyczne w języku C++. Kurs przewiduje 2 spotkania w tygodniu po 2 5 godziny każde (łącznie 9 spotkań) w godz. 16:30-19:00. Zajęcia odbywać się będą w siedzibie firmy we wtorki i w czwartki w okresie: 03.07.2017 – 04.08.2017. Zorganizowane zostaną 3 grupy warsztatowe na poziomach: podstawowym średniozaawansowanym oraz zaawansowanym. Aby zgłosić swoją chęć udziału w Ericsson Summer School wystarczy do 18.06.2017 zarejestrować się i rozwiązać test na podstawie którego kandydat jest kwalifikowany do grupy osób o podobnym poziomie wiedzy. Wynik testu nie decyduje o przyjęciu a jedynie o przypisaniu do odpowiedniej grupy. Przy wyborze uczestników brany jest też pod uwagę kierunek i rok studiów. Wszystkie informacje dotyczące Ericsson Summer School oraz formularz rejestracyjny można znaleźć na stronie: https://ericssoncareerspoland.typeform.com/to/NMoxhO Zapraszamy! Zespół Ericsson,
1, Dzień dobry Bank BGŻ BNP Paribas organizuje w tym roku trzy bardzo ciekawe programy studenckie: ambasadorski praktyk oraz stażowy. W załączeniu przesyłam więcej informacji na ten temat z prośbą o udostępnienie ich na Państwa portalach społecznościowych lub przez mailing do członków Państwa organizacji. Zależy nam na dotarciu do jak największej liczby studentów dlatego Państwa pomoc będzie nieoceniona J Pozdrawiam ,
0, Cześć wysłałem przed momentem przypadkiem niegotowego maila uzupełniam: Należałem kiedyś do kilku sekcji BITu (IF PZ Algo Plus) ale nigdy formalnie nie zrezygnowałem z członkostwa. W związku z tym cały czas mam dostęp do kilku (konkretnie 111) repozytoriów BITu na Bitbucket. Jestem przekonany że nie będę z tego dostępu korzystał a nieco utrudnia mi to nawigowanie po projektach. Co mogę zrobić w kierunku wypisania się z nich i przede wszystkim przyszłych projektów? Pozdrawiam Mateusz Paciorek ,
1, Dzień dobry Już jutro 6.06.2017 Bank BGŻ BNP Paribas organizuje Wirtualny Dzień Otwarty podczas którego studenci będą mieli okazję porozmawiać ze specjalistami oraz odbyć wirtualny spacer po warszawskim i krakowskim oddziale banku. Chcielibyśmy dotrzeć do szerokiego grona studentów będziemy zatem wdzięczni za udostępnienie informacji na portalach społecznościowych bądź przez mailing do członków Państwa organizacji. W załączniku przesyłam grafikę oraz tekst których możecie Państwo użyć do Social Mediów bądź mailingu do studentów.,
1," Dzień Dobry! Mamy przyjemność zaprosić Państwa do udziału w interdyscyplinarnej konferencji naukowo-technicznej w mocno rozwiniętym obszarze nauki jakim jest rozszerzona i wirtualna rzeczywistość. Według niektórych ekspertów jesteśmy świadkami gwałtownego rozwoju tak jak to miało miejsce na przykład w nanotechnologii. Rynek w ujęciu rocznym w roku 2015 był warty 1 1 miliardów dolarów w 2017 roku wynosi 5 2 miliardów dolarów zaś w roku 2019 ma sięgnąć 14 miliardów dolarów. Stąd przeznacza się duże nakłady na inwestycje wdrożenia technologie patenty i publikacje. Postęp sprzętowy oraz oprogramowanie umożliwia coraz to szersze zastosowania tej techniki w takich działaniach jak: - leczenie fobii oparzeń zespołu pourazowego rehabilitacji w sporcie a także uśmierzenie bólu - interaktywnej edukacji szkoleń symulatory maszyn i pojazdów - architektura i wystrój wnętrz - modelowanie molekularne bioinformatyka symulacje reakcji chemicznych - wsparcie informacyjne decyzji (wyświetlacz przezierny) - geografia i kartografia - technologie wojskowe - prototypownie oraz sztuka film gry rozrywka. Więcej informacji na: http://360inlive.com IV Ogólnopolska Konferencja Naukowa ""Postępy Techniki"" wraz z warsztatami Temat przewodni: Rozszerzona i Wirtualna Rzeczywistość Wrocław 8 czerwca 2017",
0,  Hello Google Play Developer We're writing to let you know about a recent update to our Developer Policy Center. We make updates from time to time as part of a continuous effort to make Google Play a positive experience for both developers and consumers. With this policy update we’re bringing to your attention new requirements on data protection under the EU-U.S. and Swiss-U.S. Privacy Shield frameworks. Please review this update and make sure your app complies with these requirements. Any new apps or app updates published after this notification will immediately be subject to the latest version of the Developer Program Policies. If you find any existing apps in your catalog that don’t comply you'll need to fix and resubmit the app or unpublish it within 30 days.,
0, We’ve just launched Argo a new product that improves the way traffic is routed across the Internet. 35% Estimated improvement for knbit.edu.pl 12 minutes Time saved over 10 000 visitor requests By analyzing routes taken by visitors to knbit.edu.pl we’ve determined Argo Smart Routing delivers a significant reduction in latency for your domain. You can start seeing these performance improvements starting at only $5 per month for knbit.edu.pl.,
0, Cześć Planujemy się wybrać na hackaton(projekt Palantir) pozdrawiam Wojtek OdpowiedzOdpowiedz wszystkimPrześlij dalejEdytuj jako nowa ,
1, Hej cześć i czołem! Jako Fundacja dla AGH wspólnie z Krakowskim Festiwalem Filmowym organizujemy Docs+Science czyli pokaz filmów (a raczej dokumentów) związanych z szeroko pojętą nauką! Myślę że poniższy film może Was zainteresować. Oprócz niego wyświetlimy jeszcze 9 innych :) Kinematografia dostarcza nam wielu przykładów robotów tworzonych na miarę ludzi. Film pt. Maszyna ludzkich marzeń (https://goo.gl/9OisHX) pokazuje że w prawdziwy świecie jesteśmy już o krok od stworzenia sztucznej inteligencji. Ten konkretny film wyświetlany będzie 30.05 | 18:00 - sala 0.10A i 02.06 | 20:00- sala 0.10B. Podrzućcie tę informację dla swoich członków proszę. Może ktoś znajdzie czas i wpadnie ze znajomymi na któryś z pokazów ,) Więcej informacji na wydarzeniu! https://www.facebook.com/events/764247917068279/
1," Dzień dobry Chciałabym zaproponować Studentom którzy jeszcze nie zdobyli wyższego wykształcenia (a więc są przed obroną licencjatu) coś bardzo atrakcyjnego. Świetnie by było gdyby Wasze Koło Naukowe weszło z nami we współpracę i rozpowszechniło poniższe informacje wśród braci studenckiej bo szkoda by było z tego nie skorzystać! Mają Państwo pewnie możliwość komunikowania się ze Studentami poprzez maile facebook czy swoją stronę - myślę że każda forma rozdystrybuowania poniższych informacji będzie pożądana. Co to takiego? Centrum Językowe EVEREST organizuje dofinansowane z UE aż w 87% szkolenia z języka angielskiego i niemieckiego w ramach projektu Kierunek Kariera (projekt realizowany przez WUP Kraków). Wkład własny wynosi jedynie 13% tak więc u nas jest możliwość ukończenia kursu już od 195zł (poniżej szczegóły odnośnie cen i ilości godzin). W cenie wliczony jest prestiżowy i globalnie respektowany w środowisku pracy egzamin TOEIC (z j. angielskiego) albo egzamin WiDaF (z j. niemieckiego) materiały szkoleniowe a także Bilans Kariery – spotkanie z doradcą zawodowym podczas którego każdy pozna swoje mocne strony i stworzy portfolio będące wskazaniem kierunku rozwoju ścieżki zawodowej. Dofinansowanie wydawane jest w formie bonów szkoleniowych (1 bon = 1 godzina lekcyjna = max. 15 zł). Każdy uczestnik w ramach projektu ma do wykorzystania 180 bonów o wartości maksymalnej 2700zł. Wszelkie informacje o projekcie i szkoleniach: www.facebook.com/everestkierunekkariera/ oraz www.everest.edu.pl/bony-szkoleniowe/ Wiem że facebook Waszego Koła prężnie działa dlatego zachęcam do wzajemnego ""fejsbukowego"" wsparcia i śledzenia poczynań CJ Everest na profilu fb poświęconym projektowi (link powyżej). Dla kogo? Osoby pracujące lub prowadzące jednoosobową działalność gospodarczą lecz niezatrudniające pracowników które: - mają pomiędzy 18 a 50 rokiem życia i co najwyżej średnie wykształcenie - maja ukończone 50 lat i dowolne wykształcenie - mieszkają pracują lub uczą się w Małopolsce Co? Proponujemy różne typy kursów (w cenę każdego wliczony jest certyfikowany egzamin materiały szkoleniowe oraz Bilans Kariery): 1. standardowe - spotkania 2 x w tygodniu po 90 min godziny poranne lub wieczorne a/ 60 godz lekcyjnych + certyfikat z egzaminu TOEIC lub WiDaF cena 195 zł b/ 112 godz lekcyjnych + certyfikat z egzaminu TOEIC lub WiDaF cena 218 zł c/ 140 godz lekcyjnych + certyfikat z egzaminu TOEIC lub WiDaF cena 351 zł 2. intensywne wakacyjne - 60 godz lekcyjnych spotkania od poniedziałku do czwartku po 4 godziny lekcyjne w godzinach popołudniowo-wieczornych – sesja lipcowa i sierpniowa Jak skorzystać z dofinansowania? Aby się zgłosić do projektu i skorzystać z bonów szkoleniowych należy przejść kilka prostych kroków w czym zawsze służymy pomocą: 1. Pobierz i wypełnij formularz a następnie złóż go w WUP 2. Po weryfikacji Twojego formularza przystąp do Bilansu Kariery - spotkania z doradcą zawodowym 3. Zarejestruj się w Bazie Usług Rozwojowych (BUR) 4. Podpisz umowę z WUP 4. Zamów bony (wystarczy wypełnić i wysłać mailowo formularz) i wpłać 13% wkładu własnego 5. Zapisz się na nasz kurs językowy w Bazie Usług Rozwojowych i odwiedź nas w CJ EVEREST 6. Ucz się z nami 7. Oceń nasze szkolenie w Bazie Usług Rozwojowych W razie pytań proszę o kontakt z chęcią odpowiem na wszelkie pytania. Byłabym wdzięczna za jakąkolwiek informację zwrotną.",
